Patient,Cell name,T cell type,Cluster*,Clone ID,Clonal status
P0701,P0701-NTR-1-91,CD4,CD4_C06-CXCR5,CRC.P0701_C000454:3,Clonal
P0701,P0701_TTR-2_27,CD4,CD4_C12-CTLA4,CRC.P0701_C000454:3,Clonal
P0701,P0701-TTR-175,other,NA,CRC.P0701_C000454:3,Clonal
P0701,P0701-PTC-1-76,CD8,CD8_C03-CX3CR1,CRC.P0701_C000455:3,Clonal
P0701,PTC129-20160701,CD8,CD8_C03-CX3CR1,CRC.P0701_C000455:3,Clonal
P0701,P0701-PTC-1-20,CD8,CD8_C03-CX3CR1,CRC.P0701_C000455:3,Clonal
P0701,P0701-NTC-1-26,CD8,CD8_C03-CX3CR1,CRC.P0701_C000478:3,Clonal
P0701,P0701-PTC-1-43,CD8,CD8_C03-CX3CR1,CRC.P0701_C000478:3,Clonal
P0701,PTC122-20160701,CD8,CD8_C03-CX3CR1,CRC.P0701_C000478:3,Clonal
P0701,P0701-TTC-121,CD8,CD8_C07-LAYN,CRC.P0701_C000017:2,Clonal
P0701,P0701-TTC-127,CD8,CD8_C07-LAYN,CRC.P0701_C000017:2,Clonal
P0701,P0701-PTC-113,CD8,CD8_C03-CX3CR1,CRC.P0701_C000024:2,Clonal
P0701,PTC114-20160701,CD8,CD8_C03-CX3CR1,CRC.P0701_C000024:2,Clonal
P0701,P0701-NTC-1-21,CD8,CD8_C06-CD160,CRC.P0701_C000039:2,Clonal
P0701,P0701-NTC-1-95,CD8,CD8_C06-CD160,CRC.P0701_C000039:2,Clonal
P0701,P0701-NTR-181,CD4,CD4_C11-IL10,CRC.P0701_C000059:2,Clonal
P0701,P0701-NTR-130,other,NA,CRC.P0701_C000059:2,Clonal
P0701,P0701-PTC-1-21,CD8,CD8_C03-CX3CR1,CRC.P0701_C000064:2,Clonal
P0701,P0701-PTC-1-40,CD8,CD8_C03-CX3CR1,CRC.P0701_C000064:2,Clonal
P0701,P0701-PTC-1-7,CD8,CD8_C02-GPR183,CRC.P0701_C000066:2,Clonal
P0701,P0701-PTC-1-73,CD8,CD8_C02-GPR183,CRC.P0701_C000066:2,Clonal
P0701,P0701_TTR-1_90,CD4,CD4_C08-IL23R,CRC.P0701_C000075:2,Clonal
P0701,P0701_TTH-1_31,CD4,CD4_C08-IL23R,CRC.P0701_C000075:2,Clonal
P0701,P0701-NTR-1-96,CD4,CD4_C11-IL10,CRC.P0701_C000081:2,Clonal
P0701,P0701_TTR-2_31,CD4,CD4_C12-CTLA4,CRC.P0701_C000081:2,Clonal
P0701,P0701_TTH-1_9,CD4,CD4_C08-IL23R,CRC.P0701_C000090:2,Clonal
P0701,P0701_TTH-1_10,CD4,CD4_C08-IL23R,CRC.P0701_C000090:2,Clonal
P0701,P0701-NTR-1-36,CD4,CD4_C10-FOXP3,CRC.P0701_C000128:2,Clonal
P0701,P0701-NTR-1-34,CD4,CD4_C11-IL10,CRC.P0701_C000128:2,Clonal
P0701,P0701_TTH-1_41,CD4,CD4_C08-IL23R,CRC.P0701_C000148:2,Clonal
P0701,P0701-TTR-136,CD4,CD4_C08-IL23R,CRC.P0701_C000148:2,Clonal
P0701,P0701-PTC-1-70,CD8,CD8_C03-CX3CR1,CRC.P0701_C000149:2,Clonal
P0701,P0701-PTH-2-70,DP,NA,CRC.P0701_C000149:2,Clonal
P0701,P0701-PTC-1-88,CD8,CD8_C02-GPR183,CRC.P0701_C000154:2,Clonal
P0701,PTC134-20160701,CD8,CD8_C02-GPR183,CRC.P0701_C000154:2,Clonal
P0701,P0701-PTH-2-57,CD4,CD4_C03-GNLY,CRC.P0701_C000161:2,Clonal
P0701,P0701-PTH-2-52,DN,NA,CRC.P0701_C000161:2,Clonal
P0701,P0701_PTR-1_37,CD4,CD4_C02-ANXA1,CRC.P0701_C000172:2,Clonal
P0701,PTR50-20160701,CD4,CD4_C02-ANXA1,CRC.P0701_C000172:2,Clonal
P0701,P0701-TTC-159,CD8,CD8_C07-LAYN,CRC.P0701_C000186:2,Clonal
P0701,P0701_TTC-1_40,CD8,CD8_C07-LAYN,CRC.P0701_C000186:2,Clonal
P0701,P0701-TTR-1-73,CD4,CD4_C08-IL23R,CRC.P0701_C000187:2,Clonal
P0701,P0701_TTH-2_4,CD4,CD4_C08-IL23R,CRC.P0701_C000187:2,Clonal
P0701,P0701-TTR-190,CD4,CD4_C08-IL23R,CRC.P0701_C000238:2,Clonal
P0701,P0701_TTR-2_25,CD4,CD4_C12-CTLA4,CRC.P0701_C000238:2,Clonal
P0701,P0701-TTC-108,CD8,CD8_C04-GZMK,CRC.P0701_C000297:2,Clonal
P0701,P0701_TTC-1_18,CD8,CD8_C07-LAYN,CRC.P0701_C000297:2,Clonal
P0701,P0701-PTC-1-74,CD8,CD8_C02-GPR183,CRC.P0701_C000325:2,Clonal
P0701,P0701_TTC-1_54,CD8,CD8_C04-GZMK,CRC.P0701_C000325:2,Clonal
P0701,P0701_TTH-2_3,CD4,CD4_C08-IL23R,CRC.P0701_C000363:2,Clonal
P0701,P0701_TTH-1_21,CD4,CD4_C08-IL23R,CRC.P0701_C000363:2,Clonal
P0701,P0701-NTC-1-13,CD8,CD8_C06-CD160,CRC.P0701_C000368:2,Clonal
P0701,P0701-NTC-1-36,CD8,CD8_C06-CD160,CRC.P0701_C000368:2,Clonal
P0701,P0701_TTH-2_2,CD4,CD4_C08-IL23R,CRC.P0701_C000394:2,Clonal
P0701,P0701-TTR-1-42,CD4,CD4_C08-IL23R,CRC.P0701_C000394:2,Clonal
P0701,P0701_TTC-1_32,CD8,CD8_C02-GPR183,CRC.P0701_C000406:2,Clonal
P0701,P0701-PTC-124,CD8,CD8_C02-GPR183,CRC.P0701_C000406:2,Clonal
P0701,P0701-NTC-1-31,CD8,CD8_C04-GZMK,CRC.P0701_C000410:2,Clonal
P0701,P0701-NTC-1-47,CD8,CD8_C04-GZMK,CRC.P0701_C000410:2,Clonal
P0701,P0701-TTC-144,CD8,CD8_C04-GZMK,CRC.P0701_C000418:2,Clonal
P0701,P0701_TTC-1_63,CD8,CD8_C04-GZMK,CRC.P0701_C000418:2,Clonal
P0701,P0701_TTR-2_10,CD4,CD4_C12-CTLA4,CRC.P0701_C000540:2,Clonal
P0701,P0701-TTR-147,CD4,CD4_C12-CTLA4,CRC.P0701_C000540:2,Clonal
P0701,P0701-PTC-1-82,CD8,CD8_C03-CX3CR1,CRC.P0701_C000551:2,Clonal
P0701,P0701_TTC-1_51,other,NA,CRC.P0701_C000551:2,Clonal
P0701,P0701-TTR-179,CD4,CD4_C08-IL23R,CRC.P0701_C000589:2,Clonal
P0701,P0701_TTC-1_15,other,NA,CRC.P0701_C000589:2,Clonal
P0701,P0701-PTH-2-45,CD4,CD4_C01-CCR7,CRC.P0701_C000001:1,NoClonal
P0701,P0701-PTH-2-43,CD4,CD4_C01-CCR7,CRC.P0701_C000002:1,NoClonal
P0701,P0701-PTH-2-73,other,NA,CRC.P0701_C000003:1,NoClonal
P0701,P0701-NTC-1-1,CD8,CD8_C05-CD6,CRC.P0701_C000004:1,NoClonal
P0701,P0701-PTC-1-84,CD8,CD8_C04-GZMK,CRC.P0701_C000005:1,NoClonal
P0701,P0701-NTR-1-57,CD4,CD4_C04-TCF7,CRC.P0701_C000006:1,NoClonal
P0701,P0701-NTR-1-80,CD4,CD4_C04-TCF7,CRC.P0701_C000007:1,NoClonal
P0701,P0701-NTC-1-67,CD8,CD8_C06-CD160,CRC.P0701_C000008:1,NoClonal
P0701,P0701_PTR-1_67,CD4,CD4_C02-ANXA1,CRC.P0701_C000009:1,NoClonal
P0701,P0701_TTH-2_7,CD4,CD4_C08-IL23R,CRC.P0701_C000010:1,NoClonal
P0701,P0701_TTH-1_95,CD4,CD4_C04-TCF7,CRC.P0701_C000011:1,NoClonal
P0701,P0701-PTH-2-82,CD4,CD4_C02-ANXA1,CRC.P0701_C000012:1,NoClonal
P0701,P0701-PTH-2-48,CD4,CD4_C01-CCR7,CRC.P0701_C000014:1,NoClonal
P0701,P0701_TTH-1_32,CD4,CD4_C08-IL23R,CRC.P0701_C000015:1,NoClonal
P0701,P0701-NTC-1-28,CD8,CD8_C06-CD160,CRC.P0701_C000016:1,NoClonal
P0701,P0701-PTH-2-63,other,NA,CRC.P0701_C000019:1,NoClonal
P0701,P0701-PTC-1-36,CD8,CD8_C01-LEF1,CRC.P0701_C000020:1,NoClonal
P0701,P0701-NTR-100,CD4,CD4_C11-IL10,CRC.P0701_C000021:1,NoClonal
P0701,P0701-NTR-148,CD4,CD4_C04-TCF7,CRC.P0701_C000025:1,NoClonal
P0701,P0701-NTR-97,other,NA,CRC.P0701_C000026:1,NoClonal
P0701,P0701_TTC-1_14,other,NA,CRC.P0701_C000028:1,NoClonal
P0701,P0701-TTR-188,other,NA,CRC.P0701_C000029:1,NoClonal
P0701,P0701-NTR-145,other,NA,CRC.P0701_C000030:1,NoClonal
P0701,P0701-NTR-102,DP,NA,CRC.P0701_C000031:1,NoClonal
P0701,P0701-NTR-106,other,NA,CRC.P0701_C000032:1,NoClonal
P0701,P0701-NTR-120,DP,NA,CRC.P0701_C000033:1,NoClonal
P0701,P0701-PTC-98,CD8,CD8_C04-GZMK,CRC.P0701_C000035:1,NoClonal
P0701,P0701-NTR-112,CD4,CD4_C06-CXCR5,CRC.P0701_C000036:1,NoClonal
P0701,P0701-NTR-141,other,NA,CRC.P0701_C000037:1,NoClonal
P0701,PTR33-20160701,DN,NA,CRC.P0701_C000038:1,NoClonal
P0701,P0701-NTC-1-30,CD8,CD8_C06-CD160,CRC.P0701_C000040:1,NoClonal
P0701,P0701-TTR-133,DP,NA,CRC.P0701_C000041:1,NoClonal
P0701,P0701-TTR-161,DP,NA,CRC.P0701_C000042:1,NoClonal
P0701,P0701-TTC-184,CD8,CD8_C07-LAYN,CRC.P0701_C000043:1,NoClonal
P0701,P0701-TTR-187,DP,NA,CRC.P0701_C000045:1,NoClonal
P0701,P0701-TTR-150,DP,NA,CRC.P0701_C000046:1,NoClonal
P0701,P0701-NTR-146,DP,NA,CRC.P0701_C000048:1,NoClonal
P0701,P0701_PTR-1_48,CD4,CD4_C02-ANXA1,CRC.P0701_C000050:1,NoClonal
P0701,P0701-NTR-134,DP,NA,CRC.P0701_C000052:1,NoClonal
P0701,P0701-NTR-98,other,NA,CRC.P0701_C000053:1,NoClonal
P0701,P0701-NTR-185,other,NA,CRC.P0701_C000054:1,NoClonal
P0701,P0701-PTC-112,CD8,CD8_C04-GZMK,CRC.P0701_C000055:1,NoClonal
P0701,P0701-PTH-2-32,CD4,CD4_C01-CCR7,CRC.P0701_C000056:1,NoClonal
P0701,P0701-PTH-2-27,CD4,CD4_C01-CCR7,CRC.P0701_C000057:1,NoClonal
P0701,P0701-NTR-125,CD4,CD4_C06-CXCR5,CRC.P0701_C000058:1,NoClonal
P0701,P0701-NTR-182,CD4,CD4_C06-CXCR5,CRC.P0701_C000060:1,NoClonal
P0701,P0701-NTR-139,CD4,CD4_C11-IL10,CRC.P0701_C000061:1,NoClonal
P0701,P0701_TTH-1_44,CD4,CD4_C08-IL23R,CRC.P0701_C000062:1,NoClonal
P0701,P0701_PTR-1_70,DN,NA,CRC.P0701_C000063:1,NoClonal
P0701,P0701-PTH-2-72,DP,NA,CRC.P0701_C000065:1,NoClonal
P0701,P0701-NTR-1-4,CD4,CD4_C11-IL10,CRC.P0701_C000067:1,NoClonal
P0701,P0701_PTR-2_29,CD4,CD4_C02-ANXA1,CRC.P0701_C000068:1,NoClonal
P0701,PTC102-20160701,CD8,CD8_C02-GPR183,CRC.P0701_C000069:1,NoClonal
P0701,P0701-PTH-2-54,CD4,CD4_C03-GNLY,CRC.P0701_C000070:1,NoClonal
P0701,PTR27-20160701,CD4,CD4_C01-CCR7,CRC.P0701_C000071:1,NoClonal
P0701,P0701_PTR-1_42,CD4,CD4_C02-ANXA1,CRC.P0701_C000072:1,NoClonal
P0701,P0701-TTC-126,CD8,CD8_C04-GZMK,CRC.P0701_C000073:1,NoClonal
P0701,P0701_TTH-1_28,CD4,CD4_C08-IL23R,CRC.P0701_C000074:1,NoClonal
P0701,PTC128-20160701,CD8,CD8_C01-LEF1,CRC.P0701_C000078:1,NoClonal
P0701,P0701-NTR-1-3,other,NA,CRC.P0701_C000079:1,NoClonal
P0701,P0701-PTH-2-84,CD4,CD4_C02-ANXA1,CRC.P0701_C000080:1,NoClonal
P0701,P0701-PTH-2-20,DN,NA,CRC.P0701_C000082:1,NoClonal
P0701,P0701-PTC-117,CD8,CD8_C03-CX3CR1,CRC.P0701_C000083:1,NoClonal
P0701,P0701-NTR-1-88,CD4,CD4_C01-CCR7,CRC.P0701_C000084:1,NoClonal
P0701,P0701-TTR-1-76,CD4,CD4_C12-CTLA4,CRC.P0701_C000085:1,NoClonal
P0701,P0701-NTR-1-72,CD4,CD4_C08-IL23R,CRC.P0701_C000086:1,NoClonal
P0701,P0701_TTH-1_69,CD4,CD4_C09-CXCL13,CRC.P0701_C000087:1,NoClonal
P0701,P0701_TTC-1_76,CD8,CD8_C08-SLC4A10,CRC.P0701_C000088:1,NoClonal
P0701,P0701-NTR-144,other,NA,CRC.P0701_C000089:1,NoClonal
P0701,P0701_TTR-1_11,CD4,CD4_C04-TCF7,CRC.P0701_C000091:1,NoClonal
P0701,P0701-NTR-109,CD4,CD4_C11-IL10,CRC.P0701_C000092:1,NoClonal
P0701,P0701-PTC-1-8,CD8,CD8_C01-LEF1,CRC.P0701_C000093:1,NoClonal
P0701,P0701-NTR-177,CD4,CD4_C11-IL10,CRC.P0701_C000095:1,NoClonal
P0701,P0701_TTH-1_90,CD4,CD4_C08-IL23R,CRC.P0701_C000096:1,NoClonal
P0701,P0701_TTR-2_11,CD4,CD4_C12-CTLA4,CRC.P0701_C000098:1,NoClonal
P0701,P0701_TTH-1_76,CD4,CD4_C08-IL23R,CRC.P0701_C000099:1,NoClonal
P0701,P0701_TTR-2_2,CD4,CD4_C08-IL23R,CRC.P0701_C000100:1,NoClonal
P0701,P0701-NTR-140,CD4,CD4_C12-CTLA4,CRC.P0701_C000101:1,NoClonal
P0701,P0701_TTC-2_4,CD8,CD8_C07-LAYN,CRC.P0701_C000102:1,NoClonal
P0701,P0701_TTH-1_30,CD4,CD4_C05-CXCR6,CRC.P0701_C000103:1,NoClonal
P0701,P0701-PTC-1-47,CD8,CD8_C01-LEF1,CRC.P0701_C000104:1,NoClonal
P0701,P0701_PTR-1_44,DN,NA,CRC.P0701_C000105:1,NoClonal
P0701,P0701-NTR-113,CD4,CD4_C06-CXCR5,CRC.P0701_C000106:1,NoClonal
P0701,P0701-NTR-143,CD4,CD4_C06-CXCR5,CRC.P0701_C000107:1,NoClonal
P0701,P0701-NTR-111,CD4,CD4_C11-IL10,CRC.P0701_C000108:1,NoClonal
P0701,P0701-NTC-1-66,CD8,CD8_C04-GZMK,CRC.P0701_C000109:1,NoClonal
P0701,P0701_PTR-1_90,CD4,CD4_C02-ANXA1,CRC.P0701_C000110:1,NoClonal
P0701,P0701-PTC-1-41,other,NA,CRC.P0701_C000114:1,NoClonal
P0701,P0701-NTR-1-66,CD4,CD4_C04-TCF7,CRC.P0701_C000115:1,NoClonal
P0701,P0701_TTC-1_28,CD8,CD8_C05-CD6,CRC.P0701_C000117:1,NoClonal
P0701,P0701-PTC-1-66,CD8,CD8_C02-GPR183,CRC.P0701_C000118:1,NoClonal
P0701,P0701-NTR-99,other,NA,CRC.P0701_C000119:1,NoClonal
P0701,PTR52-20160701,DN,NA,CRC.P0701_C000120:1,NoClonal
P0701,P0701-TTR-189,CD4,CD4_C08-IL23R,CRC.P0701_C000121:1,NoClonal
P0701,P0701_PTR-2_15,CD4,CD4_C02-ANXA1,CRC.P0701_C000124:1,NoClonal
P0701,P0701_PTR-2_5,CD4,CD4_C02-ANXA1,CRC.P0701_C000125:1,NoClonal
P0701,P0701_PTR-2_2,CD4,CD4_C02-ANXA1,CRC.P0701_C000126:1,NoClonal
P0701,P0701_TTH-1_20,CD4,CD4_C05-CXCR6,CRC.P0701_C000127:1,NoClonal
P0701,P0701_TTH-1_61,CD4,CD4_C05-CXCR6,CRC.P0701_C000129:1,NoClonal
P0701,P0701-NTC-1-7,CD8,CD8_C01-LEF1,CRC.P0701_C000130:1,NoClonal
P0701,P0701_PTR-1_31,other,NA,CRC.P0701_C000131:1,NoClonal
P0701,P0701_TTR-2_12,CD4,CD4_C12-CTLA4,CRC.P0701_C000132:1,NoClonal
P0701,P0701_TTR-1_57,DN,NA,CRC.P0701_C000133:1,NoClonal
P0701,P0701_TTR-2_6,CD4,CD4_C08-IL23R,CRC.P0701_C000134:1,NoClonal
P0701,P0701-PTC-1-72,CD8,CD8_C03-CX3CR1,CRC.P0701_C000136:1,NoClonal
P0701,P0701_PTR-1_75,CD4,CD4_C02-ANXA1,CRC.P0701_C000137:1,NoClonal
P0701,P0701-NTR-1-14,CD4,CD4_C11-IL10,CRC.P0701_C000138:1,NoClonal
P0701,P0701-TTR-140,CD4,CD4_C08-IL23R,CRC.P0701_C000139:1,NoClonal
P0701,P0701-TTR-141,CD4,CD4_C12-CTLA4,CRC.P0701_C000141:1,NoClonal
P0701,P0701-NTR-1-30,CD4,CD4_C06-CXCR5,CRC.P0701_C000142:1,NoClonal
P0701,P0701-PTH-2-67,CD4,CD4_C01-CCR7,CRC.P0701_C000143:1,NoClonal
P0701,P0701-TTR-182,CD4,CD4_C12-CTLA4,CRC.P0701_C000145:1,NoClonal
P0701,P0701-NTC-1-82,CD8,CD8_C05-CD6,CRC.P0701_C000150:1,NoClonal
P0701,P0701_TTH-1_45,CD4,CD4_C08-IL23R,CRC.P0701_C000151:1,NoClonal
P0701,PTR40-20160701,CD4,CD4_C10-FOXP3,CRC.P0701_C000155:1,NoClonal
P0701,P0701-NTR-119,other,NA,CRC.P0701_C000156:1,NoClonal
P0701,P0701-NTR-1-64,CD4,CD4_C11-IL10,CRC.P0701_C000157:1,NoClonal
P0701,P0701-NTR-1-63,CD4,CD4_C06-CXCR5,CRC.P0701_C000158:1,NoClonal
P0701,P0701-NTR-156,CD4,CD4_C06-CXCR5,CRC.P0701_C000159:1,NoClonal
P0701,P0701-PTH-2-93,CD4,CD4_C01-CCR7,CRC.P0701_C000160:1,NoClonal
P0701,P0701-PTH-2-8,other,NA,CRC.P0701_C000162:1,NoClonal
P0701,P0701-TTR-144,CD4,CD4_C12-CTLA4,CRC.P0701_C000163:1,NoClonal
P0701,P0701-NTR-1-68,CD4,CD4_C06-CXCR5,CRC.P0701_C000165:1,NoClonal
P0701,P0701-PTH-2-50,CD4,CD4_C01-CCR7,CRC.P0701_C000166:1,NoClonal
P0701,P0701-PTC-1-94,CD8,CD8_C03-CX3CR1,CRC.P0701_C000167:1,NoClonal
P0701,P0701-PTH-2-10,CD4,CD4_C02-ANXA1,CRC.P0701_C000168:1,NoClonal
P0701,P0701-NTR-1-8,CD4,CD4_C10-FOXP3,CRC.P0701_C000169:1,NoClonal
P0701,P0701-NTR-1-74,CD4,CD4_C10-FOXP3,CRC.P0701_C000170:1,NoClonal
P0701,P0701_TTH-2_6,CD4,CD4_C05-CXCR6,CRC.P0701_C000171:1,NoClonal
P0701,P0701-TTR-165,CD4,CD4_C12-CTLA4,CRC.P0701_C000173:1,NoClonal
P0701,P0701-NTR-135,DN,NA,CRC.P0701_C000174:1,NoClonal
P0701,P0701-NTC-1-56,CD8,CD8_C05-CD6,CRC.P0701_C000175:1,NoClonal
P0701,P0701-PTC-1-12,CD8,CD8_C03-CX3CR1,CRC.P0701_C000176:1,NoClonal
P0701,P0701_PTR-1_93,CD4,CD4_C02-ANXA1,CRC.P0701_C000177:1,NoClonal
P0701,P0701-PTH-2-5,CD4,CD4_C03-GNLY,CRC.P0701_C000178:1,NoClonal
P0701,P0701_TTC-1_85,CD8,CD8_C08-SLC4A10,CRC.P0701_C000179:1,NoClonal
P0701,P0701_PTR-1_85,CD4,CD4_C02-ANXA1,CRC.P0701_C000180:1,NoClonal
P0701,PTR29-20160701,CD4,CD4_C10-FOXP3,CRC.P0701_C000181:1,NoClonal
P0701,P0701-TTR-1-94,CD4,CD4_C08-IL23R,CRC.P0701_C000182:1,NoClonal
P0701,P0701-TTR-1-78,CD4,CD4_C08-IL23R,CRC.P0701_C000185:1,NoClonal
P0701,P0701-PTH-2-66,CD4,CD4_C03-GNLY,CRC.P0701_C000188:1,NoClonal
P0701,P0701-TTR-156,CD4,CD4_C12-CTLA4,CRC.P0701_C000189:1,NoClonal
P0701,P0701-NTC-1-83,CD8,CD8_C02-GPR183,CRC.P0701_C000190:1,NoClonal
P0701,P0701-NTR-168,DP,NA,CRC.P0701_C000191:1,NoClonal
P0701,P0701-TTC-153,CD8,CD8_C04-GZMK,CRC.P0701_C000192:1,NoClonal
P0701,P0701-NTR-116,CD4,CD4_C06-CXCR5,CRC.P0701_C000193:1,NoClonal
P0701,P0701-PTH-2-25,CD4,CD4_C07-GZMK,CRC.P0701_C000194:1,NoClonal
P0701,P0701_TTH-1_34,CD4,CD4_C08-IL23R,CRC.P0701_C000197:1,NoClonal
P0701,P0701-TTR-1-87,other,NA,CRC.P0701_C000198:1,NoClonal
P0701,P0701_PTR-1_58,CD4,CD4_C02-ANXA1,CRC.P0701_C000199:1,NoClonal
P0701,P0701-NTR-104,CD4,CD4_C11-IL10,CRC.P0701_C000200:1,NoClonal
P0701,P0701_PTR-1_53,CD4,CD4_C02-ANXA1,CRC.P0701_C000201:1,NoClonal
P0701,P0701-PTC-1-2,CD8,CD8_C03-CX3CR1,CRC.P0701_C000202:1,NoClonal
P0701,P0701-TTR-1-80,CD4,CD4_C08-IL23R,CRC.P0701_C000203:1,NoClonal
P0701,P0701-PTH-1-49,CD4,CD4_C02-ANXA1,CRC.P0701_C000204:1,NoClonal
P0701,P0701-NTR-1-16,CD4,CD4_C04-TCF7,CRC.P0701_C000205:1,NoClonal
P0701,P0701_PTR-1_36,CD4,CD4_C10-FOXP3,CRC.P0701_C000206:1,NoClonal
P0701,P0701_PTR-1_45,CD4,CD4_C02-ANXA1,CRC.P0701_C000207:1,NoClonal
P0701,P0701_PTR-1_76,CD4,CD4_C02-ANXA1,CRC.P0701_C000208:1,NoClonal
P0701,P0701-NTR-1-7,CD4,CD4_C11-IL10,CRC.P0701_C000209:1,NoClonal
P0701,P0701-TTR-1-72,CD4,CD4_C12-CTLA4,CRC.P0701_C000210:1,NoClonal
P0701,P0701-PTH-2-4,CD4,CD4_C01-CCR7,CRC.P0701_C000211:1,NoClonal
P0701,P0701_TTH-1_88,CD4,CD4_C04-TCF7,CRC.P0701_C000212:1,NoClonal
P0701,P0701_TTC-1_20,CD8,CD8_C05-CD6,CRC.P0701_C000213:1,NoClonal
P0701,P0701-TTR-186,CD4,CD4_C12-CTLA4,CRC.P0701_C000214:1,NoClonal
P0701,P0701_TTH-1_60,CD4,CD4_C05-CXCR6,CRC.P0701_C000215:1,NoClonal
P0701,P0701_TTC-1_69,CD8,CD8_C05-CD6,CRC.P0701_C000216:1,NoClonal
P0701,P0701_TTR-2_28,CD4,CD4_C12-CTLA4,CRC.P0701_C000217:1,NoClonal
P0701,P0701-NTR-150,other,NA,CRC.P0701_C000218:1,NoClonal
P0701,P0701-PTH-2-35,CD4,CD4_C02-ANXA1,CRC.P0701_C000219:1,NoClonal
P0701,P0701-NTC-1-34,CD8,CD8_C06-CD160,CRC.P0701_C000220:1,NoClonal
P0701,P0701-NTC-1-61,CD8,CD8_C04-GZMK,CRC.P0701_C000221:1,NoClonal
P0701,P0701-NTR-1-77,CD4,CD4_C12-CTLA4,CRC.P0701_C000222:1,NoClonal
P0701,P0701-TTC-192,CD8,CD8_C05-CD6,CRC.P0701_C000223:1,NoClonal
P0701,P0701-PTH-2-75,CD4,CD4_C01-CCR7,CRC.P0701_C000224:1,NoClonal
P0701,P0701-PTC-1-91,CD8,CD8_C01-LEF1,CRC.P0701_C000225:1,NoClonal
P0701,P0701-PTC-1-48,CD8,CD8_C03-CX3CR1,CRC.P0701_C000226:1,NoClonal
P0701,P0701-NTR-1-10,CD4,CD4_C12-CTLA4,CRC.P0701_C000227:1,NoClonal
P0701,P0701-NTR-128,CD4,CD4_C11-IL10,CRC.P0701_C000229:1,NoClonal
P0701,P0701-PTH-2-62,CD4,CD4_C01-CCR7,CRC.P0701_C000230:1,NoClonal
P0701,P0701-PTC-1-52,CD8,CD8_C03-CX3CR1,CRC.P0701_C000231:1,NoClonal
P0701,P0701-PTH-2-81,other,NA,CRC.P0701_C000232:1,NoClonal
P0701,P0701_PTR-1_64,CD4,CD4_C10-FOXP3,CRC.P0701_C000233:1,NoClonal
P0701,P0701-PTC-1-64,CD8,CD8_C02-GPR183,CRC.P0701_C000234:1,NoClonal
P0701,P0701-PTH-2-40,CD4,CD4_C01-CCR7,CRC.P0701_C000235:1,NoClonal
P0701,P0701-NTR-1-53,CD4,CD4_C06-CXCR5,CRC.P0701_C000236:1,NoClonal
P0701,P0701_PTR-2_30,DN,NA,CRC.P0701_C000237:1,NoClonal
P0701,PTR47-20160701,CD4,CD4_C02-ANXA1,CRC.P0701_C000239:1,NoClonal
P0701,P0701_TTR-1_53,DN,NA,CRC.P0701_C000240:1,NoClonal
P0701,PTR25-20160701,CD4,CD4_C10-FOXP3,CRC.P0701_C000241:1,NoClonal
P0701,P0701-NTC-1-17,CD8,CD8_C05-CD6,CRC.P0701_C000242:1,NoClonal
P0701,P0701-PTH-2-3,CD4,CD4_C01-CCR7,CRC.P0701_C000243:1,NoClonal
P0701,P0701-NTC-1-63,CD8,CD8_C05-CD6,CRC.P0701_C000244:1,NoClonal
P0701,P0701-PTH-2-17,CD4,CD4_C01-CCR7,CRC.P0701_C000246:1,NoClonal
P0701,P0701_TTC-1_96,CD8,CD8_C06-CD160,CRC.P0701_C000247:1,NoClonal
P0701,P0701_PTR-1_57,CD4,CD4_C10-FOXP3,CRC.P0701_C000249:1,NoClonal
P0701,P0701-TTR-1-81,CD4,CD4_C12-CTLA4,CRC.P0701_C000250:1,NoClonal
P0701,P0701_PTR-2_22,other,NA,CRC.P0701_C000251:1,NoClonal
P0701,P0701-NTC-1-14,CD8,CD8_C04-GZMK,CRC.P0701_C000253:1,NoClonal
P0701,P0701-PTH-2-19,CD4,CD4_C02-ANXA1,CRC.P0701_C000254:1,NoClonal
P0701,P0701-PTH-2-58,CD4,CD4_C01-CCR7,CRC.P0701_C000255:1,NoClonal
P0701,P0701-NTR-1-9,CD4,CD4_C06-CXCR5,CRC.P0701_C000256:1,NoClonal
P0701,P0701-NTR-172,other,NA,CRC.P0701_C000257:1,NoClonal
P0701,P0701-NTR-175,other,NA,CRC.P0701_C000258:1,NoClonal
P0701,P0701-NTR-163,other,NA,CRC.P0701_C000259:1,NoClonal
P0701,P0701-NTR-165,CD4,CD4_C10-FOXP3,CRC.P0701_C000260:1,NoClonal
P0701,P0701-PTC-123,other,NA,CRC.P0701_C000261:1,NoClonal
P0701,P0701-NTR-1-45,CD4,CD4_C05-CXCR6,CRC.P0701_C000263:1,NoClonal
P0701,P0701-PTC-110,other,NA,CRC.P0701_C000265:1,NoClonal
P0701,P0701-NTR-1-6,CD4,CD4_C06-CXCR5,CRC.P0701_C000266:1,NoClonal
P0701,P0701_TTH-1_57,CD4,CD4_C07-GZMK,CRC.P0701_C000267:1,NoClonal
P0701,P0701-TTC-136,CD8,CD8_C07-LAYN,CRC.P0701_C000268:1,NoClonal
P0701,P0701_PTR-1_74,other,NA,CRC.P0701_C000269:1,NoClonal
P0701,P0701-NTR-1-44,CD4,CD4_C12-CTLA4,CRC.P0701_C000270:1,NoClonal
P0701,P0701-PTH-2-36,CD4,CD4_C01-CCR7,CRC.P0701_C000271:1,NoClonal
